type,labels,number_of_crashes,center_lat,center_lng
Ясно,1682,2,55.734779,37.4869395
Ясно,1686,2,55.818798,37.4980065
Ясно,1696,2,55.7970835,37.7206835
Ясно,1698,2,55.8612155,37.6919355
Ясно,1701,2,55.611759500000005,37.491285
Ясно,1706,2,55.7420095,37.594673
Ясно,1707,2,55.670762999999994,37.4966435
Ясно,1712,2,55.877646,37.432024
Ясно,1725,2,55.6738335,37.4999
Ясно,1726,2,55.728602,37.493339
Ясно,1738,2,55.878591,37.486591000000004
Ясно,1743,3,55.868461,37.556494666666666
Ясно,1749,2,55.724648,37.6055095
Ясно,1751,2,55.8341415,37.5728505
Ясно,1754,2,55.747018999999995,37.685148999999996
Ясно,1756,2,55.72547,37.457252999999994
Ясно,1760,2,55.849457,37.440698499999996
Ясно,1767,3,55.92024766666667,37.54420266666667
Ясно,1782,2,55.6579035,37.412519
Ясно,1788,2,55.7782805,37.4576175
Ясно,1790,2,55.645058,37.5200375
Ясно,1801,2,55.661407999999994,37.6111795
Ясно,1802,3,55.773528,37.621597
Ясно,1812,2,55.761593500000004,37.369035
Ясно,1815,2,55.898013000000006,37.5927845
Ясно,1829,2,55.652247,37.7423505
Ясно,1832,2,55.852586,37.6784865
Ясно,1833,2,55.8006655,37.383127
Ясно,1838,3,55.764569333333334,37.605528666666665
Ясно,1840,3,55.743872333333336,37.698583666666664
Ясно,1841,2,55.676166,37.856360499999994
Ясно,1857,2,55.8497225,37.674533
Ясно,1866,3,55.784064666666666,37.699159333333334
Ясно,1883,2,55.8240265,37.523165500000005
Ясно,1894,2,55.9048495,37.542831
Ясно,1920,3,55.763295666666664,37.560650333333335
Ясно,1928,2,55.7563295,37.6305935
Ясно,1930,2,55.654039,37.5211645
Ясно,1945,2,55.801124,37.506412499999996
Ясно,1960,2,55.5863495,37.2670895
Ясно,1964,2,55.895066,37.673428
Ясно,1974,2,55.800304499999996,37.331639499999994
Ясно,1987,2,55.818780000000004,37.825385999999995
Ясно,1992,3,55.79498066666667,37.582269000000004
Ясно,1999,2,55.782598,37.598025500000006
Ясно,2001,2,55.873607500000006,37.5364365
Ясно,2010,2,55.877140499999996,37.5862245
Ясно,2012,2,55.646105500000004,37.475819
Ясно,2021,5,55.7714134,37.8188962
Ясно,2030,2,55.8017965,37.781912500000004
Ясно,2033,2,55.5684275,37.562095
Ясно,2034,2,55.887975499999996,37.4859735
Пасмурно,1,2,55.703624500000004,37.832702999999995
Пасмурно,2049,2,55.716886,37.744662500000004
Пасмурно,2053,2,55.74973,37.813615999999996
Пасмурно,9,2,55.742495500000004,37.5012785
Пасмурно,10,2,55.4298415,36.8605955
Пасмурно,2058,2,55.615770999999995,37.659915
Пасмурно,12,2,55.750898500000005,37.6970635
Пасмурно,16,3,55.56668466666667,37.601695
Пасмурно,2067,2,55.823957500000006,37.835766
Пасмурно,2068,2,55.860862499999996,37.691179
Пасмурно,23,2,55.713689,37.665022
Пасмурно,2074,2,55.5778505,37.586723000000006
Пасмурно,27,2,55.491629,37.313583
Пасмурно,28,3,55.818994,37.63916733333333
Пасмурно,34,2,55.709011000000004,37.621238
Пасмурно,35,2,55.582353,37.68133
Пасмурно,2085,2,55.711504000000005,37.745172
Пасмурно,39,2,55.8849005,37.720763500000004
Пасмурно,47,2,55.6001445,37.715952
Пасмурно,2097,2,55.7002635,37.7472425
Пасмурно,52,3,55.763026333333336,37.734553999999996
Пасмурно,53,2,55.7823835,37.601448500000004
Пасмурно,2100,3,55.812427,37.798451
Пасмурно,2106,2,55.5859855,37.714267
Пасмурно,61,2,55.620854,37.4718275
Пасмурно,2111,2,55.6446525,37.744641
Пасмурно,63,4,55.69561975,37.733936
Пасмурно,69,2,55.657389,37.796471999999994
Пасмурно,73,2,55.644122499999995,37.707100499999996
Пасмурно,75,2,55.6490295,37.447988499999994
Пасмурно,78,3,55.848965666666665,37.419423
Пасмурно,2127,2,55.6998615,37.7515605
Пасмурно,80,2,55.773565,37.710173999999995
Пасмурно,81,2,55.7629545,37.56327
Пасмурно,2130,2,55.6370385,37.673824999999994
Пасмурно,2131,2,55.622005,37.7459445
Пасмурно,86,4,55.66584975,37.75250775
Пасмурно,88,2,55.709582,37.593096
Пасмурно,91,2,55.7592395,37.646767
Пасмурно,2139,2,55.686899499999996,37.5353695
Пасмурно,93,2,55.880973999999995,37.440988000000004
Пасмурно,96,3,55.68014933333333,37.671679
Пасмурно,97,3,55.80223566666667,37.319412
Пасмурно,2146,2,55.632202500000005,37.6197465
Пасмурно,99,2,55.663450499999996,37.614022500000004
Пасмурно,106,2,55.642627000000005,37.526148
Пасмурно,107,2,55.979528,37.187642499999995
Пасмурно,110,2,55.690642999999994,37.133757
Пасмурно,2160,3,55.64214666666667,37.455865333333335
Пасмурно,117,2,55.644695,37.5825815
Пасмурно,2167,2,55.867079000000004,37.492566499999995
Пасмурно,120,4,55.7775355,37.46348625
Пасмурно,122,2,55.620987,37.671647
Пасмурно,124,2,55.6845285,37.623206499999995
Пасмурно,2172,2,55.709171,37.618813
Пасмурно,127,2,55.6073905,37.4968955
Пасмурно,128,2,55.847620500000005,37.7936445
Пасмурно,130,2,55.847346,37.6633
Пасмурно,131,2,55.784317,37.625572500000004
Пасмурно,2181,3,55.623152,37.59547233333333
Пасмурно,135,2,55.702908,37.5075335
Пасмурно,137,2,55.6384945,37.672467499999996
Пасмурно,2187,2,55.802773,37.719288500000005
Пасмурно,2192,2,55.7149555,37.788323500000004
Пасмурно,2193,2,55.864072,37.6057555
Пасмурно,146,3,55.82059133333333,37.75010366666667
Пасмурно,149,2,55.703340499999996,37.816186
Пасмурно,2197,2,55.786314000000004,37.7278715
Пасмурно,2201,2,55.663172,37.617016
Пасмурно,156,2,55.717749999999995,37.741331
Пасмурно,2205,2,55.640474499999996,37.623759
Пасмурно,157,3,55.79527,37.709062
Пасмурно,161,2,55.765082500000005,37.84318
Пасмурно,163,2,55.8880115,37.6738895
Пасмурно,2212,3,55.80700133333333,37.839682333333336
